,uid,title,episodes,members,score,Comedy,Action,Fantasy,Adventure,Drama,Sci-Fi,Hentai,Kids,Shounen,Romance,Slice of Life,Music,School,Supernatural,Historical,Mecha,Magic,Seinen,Mystery,Sports,Ecchi,Shoujo,Super Power,Parody,Military
8974,21765,Ari to Hato (1959),1.0,233,5.42,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8975,35708,Afureko! AR,3.0,196,5.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8976,13971,663114,1.0,2826,5.42,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8978,34595,"""Parade"" de Satie",1.0,370,5.42,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8979,32860,Wonderland,2.0,121,5.43,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8980,2003,Tokyo Vice,1.0,1256,5.43,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
8981,12295,Tobacco to Hai,1.0,709,5.43,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8982,25103,Sumiko no Egao,1.0,170,5.43,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8983,35629,Skirt no Naka wa Kedamono Deshita.,12.0,36028,5.43,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8984,34958,Sakana no Kuni,1.0,218,5.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8985,32447,Nora to Oujo to Noraneko Heart,11.0,33254,5.43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8986,1027,Psychic Force,2.0,1575,5.43,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8987,37142,Nishitesu CMs,2.0,139,5.43,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8988,36584,Ki de Tsukurou,1.0,125,5.43,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8989,33549,Mame-Mofu Collab Animation,1.0,322,5.43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8990,38471,Idol Fantasy,1.0,201,5.43,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8991,29551,Kanimanji Engi,1.0,270,5.43,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8992,7255,Hanaori,1.0,698,5.43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8993,10578,C³,12.0,142071,6.74,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
8994,6166,Asobi ni Iku yo!,12.0,142152,6.74,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8995,378,eX-Driver the Movie,1.0,3775,6.74,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8996,3288,Gundam Evolve,15.0,8273,6.74,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
8997,29820,Channel 5.5 4th Season,4.0,392,5.43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8998,25971,Angel (Special),1.0,326,5.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8999,28531,Ai Tenchi Muyou! Recaps,10.0,3879,5.43,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9000,15021,Yuki no Taiyou Pilot,1.0,1976,5.44,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9001,31439,Wagamama High Spec,12.0,27899,5.44,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9002,4098,Urarochi Diamond,1.0,819,5.44,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9003,7423,"The Tales of Rien Village #1: ""Toilet ni Ittokiya""",1.0,451,5.44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9004,8710,SOS TV Walpurgis Night Fever Episode 0,1.0,705,5.44,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9005,30201,Shiawase no Tokei,1.0,153,5.44,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9006,30153,Takarakuji x Rope,5.0,243,5.44,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9007,29744,Seishun Midnight Runners: Shiosai,1.0,163,5.44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9008,2391,SD Gundam Force,52.0,6443,5.44,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9009,3772,Saiko Robot Kombock,25.0,3242,5.44,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9010,31747,Oshiri Kajiri Mushi (TV) 4th Season,10.0,405,5.44,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9011,34733,One Room Special,1.0,10690,5.44,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9012,20581,Nekketsu Tantei Jimusho,5.0,362,5.44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9013,33449,Moving Colors,1.0,413,5.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9014,8752,Message Song,1.0,237,5.44,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9015,34625,Master of Torque: Epilogue,1.0,300,5.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9016,35530,Mayuge Dance,1.0,106,5.44,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9017,2082,Marriage: Kekkon,2.0,1054,5.44,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9018,32346,makemagic,1.0,425,5.44,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9019,6184,Makaryuudo Demon Hunter,1.0,1433,5.44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9020,28809,Macross Fufonfia Specials,3.0,706,5.44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9021,18133,Ikeike! Momon-chan,15.0,626,5.44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9022,32626,Kozaru no Buranko,1.0,186,5.44,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9023,9499,Dokushin Apartment Dokudami-sou,3.0,672,5.41,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
9024,13823,Kamiusagi Rope Movie Episode 0,1.0,245,5.44,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9025,38284,Devidol!,11.0,1688,5.44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9026,34432,Balloon (Music),1.0,204,5.44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9027,34997,Ao no Strada,4.0,378,5.44,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9028,8731,Akai Boushi,1.0,544,5.44,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9029,34887,Against,1.0,256,5.44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9030,9967,W: Wish Omake,4.0,1169,5.45,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
9031,32889,Tu Xia Chuanqi,1.0,195,5.45,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9032,22683,Shiroishi no Yousei Pichi,3.0,204,5.45,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9033,36765,Scary,1.0,128,5.45,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9034,29925,Poron Guitar,1.0,175,5.45,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9035,10466,Phantom Yuusha Densetsu,1.0,492,5.45,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
9036,25941,Peeping Life: The Perfect Explosion Specials,2.0,246,5.45,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9037,2785,OZ,2.0,1271,5.45,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
9038,16373,Peeping Life: The Perfect Evolution,10.0,500,5.45,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9039,36599,Muteki We Are One!!,1.0,511,5.45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9040,38808,Ok? Alright!,1.0,277,5.45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9041,33909,Marine Dreamin',1.0,439,5.45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9042,33910,Marine Bloomin',1.0,424,5.45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9043,10104,Loups=Garous #Overture,2.0,1515,5.45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9044,21089,Lost Forest,1.0,674,5.45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9045,34955,Kyoudai Koguma,1.0,189,5.45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9046,9850,Koguma no Koro-chan,1.0,416,5.45,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9047,33187,Katsudou Shashin,1.0,3458,5.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9048,19481,Juujika You and I,1.0,420,5.45,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
9049,17843,Inferno Cop: Fact Files,12.0,7888,5.45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9050,35401,Hyaku-nengo no Aru Hi,1.0,209,5.45,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
9051,7244,Hyakka Zukan,1.0,636,5.45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9052,33846,Garo: Guren no Tsuki - Yurugaro,21.0,800,5.45,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9053,29923,Fukusuke,1.0,348,5.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9054,38411,Eiga Daisuki Pompo-san,1.0,234,5.45,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9055,7504,Bollogi Iyagi,1.0,493,5.45,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9056,9650,Dream C Club Pure Songs Clips,2.0,535,5.45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9057,38796,B.O.Y.,1.0,108,5.45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9058,37735,Aru Zombie Shoujo no Sainan (ONA),1.0,8762,5.45,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9059,33500,Acerola-chan,3.0,209,5.45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9060,33103,Zekkyou Gakkyuu: Tensei,2.0,2709,5.46,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
9061,31170,Youkai Ninpouchou Jiraiya!,1.0,217,5.46,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9062,2384,Yakusai Kochou,1.0,1630,5.46,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
9063,36510,Ulysses: Jehanne Darc to Renkin no Kishi,12.0,62118,5.46,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9064,33884,Tokyu Plaza Ginza Open,1.0,205,5.46,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9065,1052,Tokyo Juushouden,3.0,1446,5.46,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9066,32167,Tenkousei wa Uchuujin,1.0,133,5.46,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9067,30826,Suzakinishi The Animation,12.0,4030,5.46,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9068,40015,Space Shower Man: Legacy for the Future,1.0,120,5.46,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9069,35623,Si Ling Bianma: Zhi Shijie Caozong Zhe Recap,1.0,207,5.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9070,33801,Shiguang Guiyu,10.0,727,5.46,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9071,37947,Rocket Dive,1.0,124,5.46,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9072,22593,Potecco Babies (2011),12.0,219,5.46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9073,36185,Lan Mo De Hua,9.0,2713,6.74,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
9074,7285,Ginga Tetsudou 999: Diamond Ring no Kanata e,1.0,1162,6.73,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9075,33879,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Shiiron Tankentai! Sumidagawa no Chikai - Omoide n,2.0,299,6.73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9076,22635,Peeping Life: Tezuka Pro - Tatsunoko Pro Wonderland ONA,4.0,260,5.46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9077,7713,Nihon Mukashibanashi: Saru Kani,1.0,253,5.46,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9078,19337,Momoya x Peeping Life: Go en Desu yo!,4.0,393,5.46,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9079,4096,Mizu no Tane,1.0,253,5.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9080,22469,Minihams no Kekkon Song,1.0,260,5.46,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9081,11799,Midori no Neko,1.0,950,5.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9082,23375,Minarai Diva,10.0,1359,5.46,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9083,32844,Love Will Find the Way Back Home,1.0,191,5.46,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9084,31506,Kappa no Ude,1.0,143,5.46,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9085,18603,Kennosuke-sama,1.0,766,5.46,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9086,16259,Inferious Wakusei Senshi Gaiden Condition Green,6.0,391,5.46,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9087,25975,I Love Sky,1.0,302,5.46,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9088,8782,Hiyoko Gumo,1.0,639,5.48,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9089,35497,Hashire Melos,1.0,266,5.46,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9090,17707,Glass no Kamen Desu ga,3.0,1115,5.46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9091,8749,Forestry,1.0,185,5.46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9092,29857,Fojiao Donghua: Dashi Zhi Pusa Nianfo Yuantong Zhang,1.0,156,5.46,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9093,20951,DPR Special Movie,1.0,1001,5.46,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9094,36074,Endless Summer,1.0,206,5.46,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9095,32271,Dies Irae,11.0,97796,5.46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
9096,1627,Choushin Hime Dangaizer 3,4.0,1434,5.46,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
9097,11087,Awake,2.0,593,5.46,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
9098,305,Abashiri Ikka,4.0,3137,5.46,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9099,35070,3-Nen D-Gumi Glass no Kamen: Tobidase! Watashitachi no Victory Road,1.0,512,5.46,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
9100,29867,Wasurerareta Ningyou,1.0,201,5.47,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9101,12789,Yasashii Lion,1.0,434,5.47,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9102,15139,Tsuki no Miya no Oujo-sama,1.0,279,5.47,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9103,30394,Teddy,1.0,229,5.47,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9104,39296,For,1.0,90,5.42,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9105,1748,Piyoko ni Omakase pyo!,8.0,1947,6.73,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9106,35997,Märchen Mädchen,10.0,31634,5.42,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
9107,420,Spriggan,1.0,18115,6.73,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9108,40033,Animagear,1.0,115,5.41,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9109,20869,Nulu-chan to Boku,1.0,277,5.42,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9110,3497,Steady x Study,1.0,518,5.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9111,11787,Toriko: Barbarian Ivy wo Hokaku Seyo!,1.0,2359,6.73,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9112,1952,Vampire Hunter,4.0,12931,6.73,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9113,29457,Tenrankai de Atta Onnanoko,1.0,166,5.4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9114,1252,Fushigi no Umi no Nadia: Original Movie,1.0,5331,5.39,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
9115,30766,Homé-Pato the Movie,1.0,437,5.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9116,31310,Ishikeri,1.0,495,5.39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9117,3661,Joker: Marginal City,1.0,998,5.39,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9118,27687,Oshiri Kajiri Mushi (TV) 3rd Season,10.0,494,5.39,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9119,32812,TeNiOE,1.0,242,5.39,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9120,7258,Tabi,1.0,880,5.39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9121,33163,Seishain Cyborg 003,2.0,453,5.38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9122,35294,Candle,1.0,196,5.37,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9123,36183,It Seems like a Frog,1.0,111,5.37,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9124,2790,Oira Sukeban,1.0,1418,5.37,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
9125,1285,Soukihei MD Geist,1.0,11431,5.37,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
9126,29897,Beer Mukashi Mukashi,1.0,236,5.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9127,25293,Futago no Mahoutsukai Lico to Gli,4.0,482,5.36,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
9128,36604,Bang Babang Bang!!!,1.0,712,5.31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9129,1982,Osu,1.0,2677,5.32,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9130,10710,Houkago no Pleiades: Manner Movie,1.0,2150,5.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9131,38449,Dimension High School,11.0,7638,5.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9132,29665,Genei Toshi,1.0,207,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9133,28245,Ari-chan,1.0,514,5.27,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9134,38913,Hyper Sweet Power,1.0,111,5.27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9135,35366,"Eiga Ensetsu ""Seiji no Rinrika"" Gotou Shinpei 1926",1.0,177,5.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9136,29677,Kage,1.0,272,5.27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9137,7273,Nido to Mezamenu Komori Uta,1.0,1234,5.27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9138,38700,Tsukiyo & Opal,1.0,117,5.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9139,30782,Bikini Warriors,12.0,57716,5.26,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
9140,7475,Ano Ko ni 1000%,1.0,1681,5.26,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
9141,8772,Happy Weekend,1.0,242,5.25,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9142,37550,Gingirl,1.0,173,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9143,38043,Haru Yasumi no Yoru,1.0,115,5.26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9144,29966,Katsuobushi Da yo Jinsei wa,1.0,159,5.26,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9145,13085,Kitsutsuki Keikaku,1.0,304,5.26,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9146,30948,Kowabon,13.0,27171,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9147,15045,Litchi DE Hikari Club,8.0,9422,5.26,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9148,32642,Yanesenondo,1.0,256,5.26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9149,36847,Nanatsu no Bitoku,10.0,32503,5.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
