,uid,title,episodes,members,score,Comedy,Action,Fantasy,Adventure,Drama,Sci-Fi,Hentai,Kids,Shounen,Romance,Slice of Life,Music,School,Supernatural,Historical,Mecha,Magic,Seinen,Mystery,Sports,Ecchi,Shoujo,Super Power,Parody,Military
3471,3573,Moegaku★5,40.0,771,5.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3472,38970,Land,1.0,142,5.72,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3473,17615,Kyoufu Shinbun,2.0,380,5.72,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3474,38473,Itsuka Aeru Kimi ni,1.0,1132,5.72,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3475,36050,Ikezu,1.0,362,5.72,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3476,37242,Hoshi to Tsubasa no Paradox,2.0,312,5.72,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3477,22983,Hipira-kun ONA,2.0,616,5.72,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3478,22985,Hipira-kun Special,1.0,435,5.72,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3479,34905,Duel Masters (2017),51.0,1254,5.68,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3480,38803,Anima Yell! Ouen Douga,12.0,1322,5.68,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3481,30234,1989,1.0,1015,5.68,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3482,34052,100% Pascal-sensei (TV),36.0,1881,5.68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3483,2096,Sequence,1.0,647,5.67,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3484,34539,Saint Seiya: Saintia Shou,10.0,9525,5.67,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3485,38529,Rifle Is Beautiful,12.0,17032,5.67,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3486,3821,Portable Kuukou,1.0,2175,5.67,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3487,36575,"PLUG, THe NeW WORLD",1.0,154,5.67,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3488,611,Platonic Chain,24.0,1875,5.67,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3489,619,Ninja Ryuukenden,1.0,3279,5.67,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3490,11269,Maken Liner 0011 Henshin Seyo!,1.0,459,5.65,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3491,37538,Junai Rhapsody,1.0,125,5.65,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3492,17811,Kyoto Animation: Hassou-hen,1.0,3317,5.65,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3493,8554,Hashire Melos (1981),1.0,743,5.65,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3494,36067,Halfway,1.0,143,5.65,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3495,30199,Hakimono to Kasa no Monogatari,1.0,235,5.65,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3496,37544,Bucket no Naka no Kaka,1.0,122,5.65,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3497,1342,Violence Jack: Jigoku Gai-hen,1.0,6500,5.64,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3498,38976,Uneasiness and Triangle,1.0,134,5.64,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3499,2069,Onna Senshi Efe & Jira: Gude no Monshou,1.0,873,5.62,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3500,36198,"Omiai Aite wa Oshiego, Tsuyoki na, Mondaiji.",12.0,39791,5.62,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3501,6654,Namakura Gatana,1.0,4461,5.62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3502,23835,Moonrakers,1.0,1421,5.62,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3503,35387,Kekkaku Yobou,1.0,174,5.62,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3504,37421,MaxValu Kyushu,1.0,114,5.62,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3505,1759,Jigen Sengokushi: Kuro no Shishi - Jinnai-hen,1.0,2868,5.62,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3506,29623,Jiaoao de Jiangjun,1.0,271,5.62,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3507,13693,Ippatsu Hicchuu!! Devander,1.0,504,5.62,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
3508,39707,Gekiyaba∞Bokkan!!,1.0,168,5.58,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3509,39211,Fire Me Up,1.0,244,5.58,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3510,37879,Benghuai 3: Reburn,1.0,1267,7.08,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3511,230,Air Master,27.0,29390,7.08,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3512,548,Wonderful Days,1.0,29383,7.09,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3513,2716,Urayasu Tekkin Kazoku,33.0,1402,7.09,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3514,37722,Uchi no Maid ga Uzasugiru!,12.0,69697,7.09,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3515,3137,Tsurikichi Sanpei,109.0,2863,7.09,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3516,29163,Sore ga Seiyuu!,13.0,38990,7.09,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3517,8986,Supernatural The Animation,22.0,25072,7.09,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3518,10775,SKET Dance: Tettei Bunseki Special,1.0,4328,7.09,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3519,8057,Shin Koihime†Musou: Otome Tairan,12.0,16741,7.09,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3520,33994,Servamp Specials,3.0,12166,7.09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3521,907,Princess Princess,12.0,50062,7.09,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3522,34325,Pokemon XY&Z Specials,2.0,4871,7.09,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3523,325,Peach Girl,25.0,67953,7.09,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3524,3136,Ochamegami Monogatari: Korokoro Pollon,46.0,1832,7.09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3525,2453,Dennou Sentai Voogie's★Angel,3.0,1731,5.58,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3526,9629,Cyborg 009: The Reopening,1.0,1412,5.58,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3527,34762,Chen-Kuro Gakuen,3.0,655,5.58,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3528,1811,Bounty Dog: Getsumen no Ibu,2.0,2615,5.58,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3529,34436,Age of Obscure: Boubaku Jidai,1.0,227,5.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3530,38521,Tengu Desu,1.0,432,5.59,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3531,35003,Tanoshii Saki Uta Animation,1.0,167,5.59,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3532,23917,Sora wa Koko ni Aru,1.0,256,5.59,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3533,36172,Sajou no Yumekui Shoujo,1.0,162,5.59,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3534,38960,Roto Spread,1.0,149,5.59,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3535,40769,Rifle Is Beautiful Recap,1.0,990,5.59,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3536,37802,Ongeki,1.0,246,5.59,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3537,8162,Mugen Shinshi: Bouken Katsugeki-hen,1.0,831,5.59,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3538,33542,Mameshiba Gakuen,6.0,405,5.59,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3539,33705,Mameshiba the DVD Green Pea-shiba no Kutsujoku,4.0,315,5.59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3540,24011,Lance N' Masques,12.0,41776,5.59,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3541,6305,Life no Color,1.0,1950,5.59,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3542,36403,Kawa wa Dare no Mono?,1.0,121,5.59,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3543,24123,Kaette Kita Top wo Nerae! Kagaku Kouza,2.0,1578,5.59,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3544,9832,Katte ni Shirokuma,1.0,341,5.59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3545,39281,Gift nor Art,1.0,181,5.59,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3547,2482,Good Morning Althea,1.0,1295,5.59,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3548,20587,Ashinaga Ojisan,1.0,515,5.59,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3549,5647,Doukyuusei 2 (OVA) Special: Sotsugyousei,3.0,891,5.59,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3550,35353,Yogen-sha Ikusei Gakuen: Fortune Tellers Academy,1.0,208,5.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3551,15743,Yuugen Kaisha: Jiken File 00 - Hajimari wa Ayashiku mo Hanayaka ni,1.0,530,5.6,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3552,22757,X Maiden,8.0,615,5.6,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3553,37753,Wonder Gravity: Pino To Juuryoku Tsukai,1.0,198,5.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3554,13857,Souhaku Shisuferia,1.0,356,5.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3555,8696,Shiroi Michi,1.0,283,5.6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3556,37908,Senjou no Valkyria Special,1.0,865,5.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3557,34634,Sakana no Iu Koto wo Kiku,1.0,220,5.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3558,39694,Pocari Sweat x Fuji Rock Festival ’17,1.0,100,5.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3559,5018,Piroppo,23.0,428,5.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3560,32736,Pepsi Nex x 009 Re:Cyborg,3.0,487,5.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3561,24045,Monster ni Natta Domerica,1.0,252,5.6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3562,35663,My Wish,1.0,104,5.6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3563,32438,Mayoiga,12.0,170583,5.6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3564,22239,Mahou no Yousei Persia Pilot,1.0,300,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3565,39001,Light Speed Days,1.0,240,5.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3566,13375,Kyoto Animation: Sora-hen,1.0,3380,5.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3567,5581,"Kaitei Daisensou: Ai no 20,000 Miles",1.0,320,5.6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3568,40140,Issei Kiyuukyoku: Divertimento,1.0,178,5.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3569,39476,Houkiboshi,1.0,91,5.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3570,13089,Hana to Mogura,1.0,347,5.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3571,34464,Gijinka de Manabo!,1.0,526,5.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3572,17513,Diabolik Lovers,12.0,183690,5.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3573,5648,Bouken Shite mo Ii Koro,3.0,787,5.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3574,2220,Be-Boy Kidnapp'n Idol,1.0,6574,5.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3575,38177,Anitore! XX: Hitotsu Yane no Shita de Specials,6.0,1166,5.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3576,28813,Bamboo Blade: Fanfu-Fufe-Fo,2.0,935,5.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3577,40222,Agitation!,1.0,210,5.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3578,32863,Ansatsu Kyoushitsu 2nd Season: Kagaijugyou-hen,8.0,33163,7.86,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3579,36160,Yaoguai Mingdan 2nd Season,21.0,5238,7.87,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3580,33064,Uchuu Senkan Yamato 2202: Ai no Senshi-tachi,26.0,14326,7.87,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3581,2265,Transformers the Movie,1.0,11245,7.87,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3582,11001,Toshokan Sensou: Kakumei no Tsubasa,1.0,16716,7.87,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3583,39940,Shokugeki no Souma: Shin no Sara,12.0,162213,7.87,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3584,322,Paradise Kiss,12.0,122787,7.87,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3585,38958,Manga de Wakaru! Fate/Grand Order,1.0,7545,7.87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3586,4472,Lucky☆Star: Original na Visual to Animation,1.0,105307,7.87,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3587,97,Last Exile,26.0,137273,7.87,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3588,14293,Nerawareta Gakuen,1.0,69466,7.09,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3589,468,Koukaku Kidoutai 2: Innocence,1.0,121133,7.87,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3590,7308,Mirai Shounen Conan (Movie),1.0,1588,7.09,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3591,2459,Maison Ikkoku: Bangai-hen - Ikkokujima Nanpa Shimatsuki,1.0,3495,7.09,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3592,4851,Lupin III: Seven Days Rhapsody,1.0,3685,7.09,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3593,7645,Heartcatch Precure!,49.0,20414,7.87,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
3594,3604,Hidamari Sketch x 365,13.0,24921,7.87,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3595,21853,Love Live! School Idol Project Recap,1.0,7134,7.09,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3596,2797,Koukou Tekken-den Tough,3.0,3377,7.09,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3597,38383,Jashin-chan Dropkick Episode 12,1.0,12054,7.09,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3598,9154,Kindaichi Shounen no Jikenbo Movie 2: Satsuriku no Deep Blue,1.0,1266,7.09,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3599,14653,Hayate no Gotoku! Can't Take My Eyes Off You,12.0,41766,7.09,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3600,10504,Gosick: Utsukushiki Kaibutsu wa Konton no Sen wo Shimiru,1.0,11915,7.09,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
3601,36789,Golden Time (Movie),1.0,2309,7.09,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3602,383,Galaxy Angel,24.0,21864,7.09,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3603,32313,Concrete Revolutio: Choujin Gensou - The Last Song,11.0,26954,7.09,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
3604,16157,Choujigen Game Neptune The Animation,12.0,118388,7.09,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3605,6280,Cat Shit One,1.0,23811,7.09,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3606,37595,Cardcaptor Sakura: Clear Card-hen Recap,1.0,3383,7.09,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3607,998,Blue Seed,26.0,21235,7.09,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3608,34870,BanG Dream!: Asonjatta!,1.0,6192,7.09,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3609,23361,Bakuman. 3rd Season Specials,2.0,11879,7.09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3610,3505,Yuusha Shirei Dagwon,48.0,1331,7.1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
3611,4651,Yume no Crayon Oukoku,70.0,2227,7.1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3612,34019,Tsugumomo,12.0,85981,7.1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0
3613,29089,Yaoguai Mingdan,18.0,16878,7.1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3614,19697,Toaru Kagaku no Railgun S: Motto Marutto Railgun,2.0,22736,7.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3615,22687,Terra Formars,13.0,158503,7.1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3616,620,Takahashi Rumiko Gekijou Ningyo no Mori,13.0,20252,7.1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3617,1602,Soukou no Strain,13.0,18659,7.1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
3618,35540,Slow Start,12.0,52116,7.1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3619,6974,Seikimatsu Occult Gakuin,13.0,83560,7.1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
3620,20047,Sakura Trick,12.0,175585,7.1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3621,1491,Ginga Tetsudou 999,113.0,21402,7.87,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3622,19319,Gundam Build Fighters,25.0,50399,7.87,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3623,1571,Ghost Hunt,25.0,172769,7.87,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
3624,35222,Gakuen Babysitters,12.0,94090,7.87,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3625,38770,Detective Conan Movie 23: The Fist of Blue Sapphire,1.0,8328,7.87,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3626,269,Bleach,366.0,1002578,7.87,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3627,30123,Akagami no Shirayuki-hime,12.0,336418,7.87,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3628,32998,91 Days,12.0,340857,7.87,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3629,202,Wolf's Rain,26.0,238834,7.88,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3630,5005,Tentai Senshi Sunred,26.0,17654,7.88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3631,18397,Shingeki no Kyojin OVA,3.0,222243,7.88,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3632,20913,6♥Princess,1.0,3374,5.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3633,36840,25-sai no Joshikousei,12.0,22968,5.6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3634,10812,Toumei Shounen Tantei Akira,1.0,254,5.61,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3635,35332,World Fool News (TV) Part II,12.0,891,5.61,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3636,3929,Ugokie Kori no Tatehiki,1.0,944,5.61,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3637,24237,Surprise 4 U.,2.0,267,5.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3638,8706,SOS TV Walpurgis Night Fever,11.0,632,5.61,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3639,9910,Shokichi Monogatari,1.0,245,5.61,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3640,37534,Sagashimono,1.0,273,5.61,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3641,30851,Q Transformers: Saranaru Ninki Mono e no Michi,13.0,464,5.61,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
